,Proquest,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Links to Worldcat: https://worldcat.org/title/OCN,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83
929,Animals and Their Moral Standing,Taylor & Francis Group,1997,9780203004265,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
930,Animals in Celtic Life and Myth,Taylor & Francis Group,1992,9780203023563,25316898,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
931,"Animals, Gods and Humans : Changing Attitudes to Animals in Greek, Roman and Early Christian Thought",Taylor & Francis Group,2014,9780203964798,61115453,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
932,Anna Halprin,Routledge,2004,9780203307922,54694621,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
933,Anne Conway : A Woman Philosopher,Cambridge University Press,2004,9780511228971,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
934,Anne Orthwood's Bastard: Sex and Law in Early Virginia,Oxford University Press,2002,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
935,Annuity Markets and Pension Reform,Cambridge University Press,2006,9780511225628,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
936,"Another Cosmopolitanism : Hospitality, Sovereignty, and Democratic Iterations","Oxford University Press, Incorporated",2006,9780195346039,63245588,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
937,Anselm of Canterbury: The Major Works,"Oxford University Press, UK",1998,9780191568312,38105718,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
938,Ansichten Eines Clowns,Taylor & Francis Group,1985,9780203976364,252971881,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
939,"Answering Back : Girls, Boys and Feminism in Schools",Taylor & Francis Group,1998,9780203200469,37361758,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
940,Antarctic Peninsula and Tierra Del Fuego: 100 Years of Swedish-Argentine Scientific Cooperation at the End of the World,Chapman and Hall/CRC,2014,9780203945698,71241952,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
941,"Antarctica : Exploration, Perception and Metaphor",Taylor & Francis Group,1992,9780203036020,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
942,Anthony Giddens : The Last Modernist,Taylor & Francis Group,1998,9780203980613,37213402,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
943,Anthropocosmic Theatre : Rite in the Dynamics of Theatre,Taylor & Francis Group,1996,9780203989517,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
944,Anthropological Perspectives on Local Development : Knowledge and sentiments in conflict,Taylor & Francis Group,1998,9780203451021,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
945,Anthropology and Archaeology : A Changing Relationship,Taylor & Francis Group,1999,9780203016558,40489117,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
946,Anthropology and Autobiography,Taylor & Francis Group,1992,9780203450536,24319014,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
947,Anthropology and Expertise in the Asylum Courts,Taylor & Francis Group,2006,9780203945346,70230689,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
948,Anthropology and History in Franche-Comté: Critique of Social Theory. Oxford Studies in Social and Cultural Anthropology,Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
949,Anthropology and Psychoanalysis : An Encounter Through Culture,Taylor & Francis Group,1994,9780203200568,29467911,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
950,Anthropology of Organizations,Taylor & Francis Group,1994,9780203413272,1153572688,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
951,Anthropology of Policy : Perspectives on Governance and Power,Taylor & Francis Group,1997,9780203451038,36029736,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
952,Anthropology of Violence and Conflict,Taylor & Francis Group,2001,9780203451861,44932133,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
953,"Anthropology, by Comparison",Routledge,2002,9780203463901,47869992,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
954,"Anthropology, Development and Modernities : Exploring Discourse, Counter-Tendencies and Violence",Taylor & Francis Group,1999,9780203450895,40489300,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
955,"Anthropology, Space, and Geographic Information Systems",Oxford University Press,1996,9780195358957,32778693,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
956,Anthropology: The Basics,Taylor & Francis Group,2005,9780203392539,57531564,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
957,Anti-American Terrorism and the Middle East : A Documentary Reader,"Oxford University Press, Incorporated",2002,9780198035718,437108716,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
958,"Anti-Immigrantism in Western Democracies : Statecraft, Desire and the Politics of Exclusion",Taylor & Francis Group,2003,9780203391426,471596268,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
959,Anti-Lawyers : Religion and the Critics of Law and State,Taylor & Francis Group,1997,9780203425299,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
960,"Anti-libertarianism : Markets, philosophy and myth",Taylor & Francis Group,2014,9780203003718,252850095,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
961,Anti-Political Establishment Parties : A Comparative Analysis,Routledge,2004,9780203625064,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
962,Anti-Racism,Taylor & Francis Group,2014,9780203976098,232161736,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
963,Anti-Submarine Warfare in World War I : British Naval Aviation and the Defeat of the U-Boats,Taylor & Francis Group,2005,9780203086230,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
964,AntiFascism and Memory in East Germany : Remembering the International Brigades 1945-1989,"Oxford University Press, Incorporated",2004,9780191515330,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
965,Antigone,Oxford University Press,2003,9780199728497,310000,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
966,Antigonus II Gonatas : A Political Biography,Taylor & Francis Group,1997,9780203403440,1037761325,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
967,Antiochos III and the cities of Western Asia Minor,Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
968,Antiquity and Capitalism : Max Weber and the Sociological Foundations of Roman Civilization,Taylor & Francis Group,1991,9780203983072,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
969,Antisemitism : A Very Short Introduction,Oxford University Press,2007,9780191518157,159822489,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
970,Antisemitism and Modernity : Innovation and Continuity,Taylor & Francis Group,2006,9780203462812,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
971,Antisemitism and Xenophobia in Germany after Unification,Oxford University Press,1997,9780195355734,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
972,"Antitrust and Global Capitalism, 1930–2004",Cambridge University Press,2006,9780511240461,271787713,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
973,Antitrust Law : Economic Theory and Common Law Evolution,Cambridge University Press,2003,9781139146647,48767848,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
974,Anton Chekhov at the Moscow Art Theatre : Illustrations of the Original Productions,Taylor & Francis Group,2004,9780203495520,58045010,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
975,Antonin Artaud's Writing Bodies,"Oxford University Press, Incorporated",2005,9780191535079,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
976,Antonio Gramsci,Taylor & Francis Group,2006,9780203625521,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
977,Antonio Gramsci : Beyond Marxism and Postmodernism,Taylor & Francis Group,1992,9780203984321,24174667,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
978,Antony and Cleopatra : New Critical Essays,Taylor & Francis Group,2004,9780203307946,55947903,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
979,Antonymy : A Corpus-Based Perspective,Taylor & Francis Group,2002,9780203166253,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
980,Anxiety,Taylor & Francis,2004,9781135422400,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
